,genre_ids,movie_id,overview,popularity,poster_path,release_date,title,vote_average,vote_count
0,"[28, 12, 14, 10752]",9703,"As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters.",2.154325,/8K4WWwFew1CzCGVkgmKdamCA6kz.jpg,2007-04-19,The Last Legion,5.1,161
1,"[18, 10752]",11600,Redacted is a film written and directed by Brian De Palma that is a fictional drama loosely based on the Mahmudiyah killings in Iraq.,1.688185,/59SCyrGk5KtTtqZg16QmHx7BInt.jpg,2007-01-01,Redacted,6.0,29
2,"[18, 10752]",7862,"The story Jewish counterfeiter, Salomon Sorowitsch, coerced into assisting the Nazi operation of the Sachsenhausen concentration camp during World War II.",1.535367,/bRQddrgVemZtFdnrPy9AxTpkhpj.jpg,2007-02-09,The Counterfeiters,7.3,123
3,"[10752, 35, 18]",6172,"Hitler no longer believes in himself, and can barely see himself as an equal to even his sheep dog. But to seize the helm of the war he would have to create one of his famous fiery speeches to mobilize the masses. Goebbels therefore brings a Jewish acting teacher Grünbaum and his family from the camps in order to train the leader in rhetoric. Grünbaum is torn, but starts Hitler in his therapy ...",1.31671,/g0qAFteXp0V8QbFPxdx9bo058IP.jpg,2007-01-11,My Führer,5.4,20
4,"[18, 36, 10752]",13614,An examination of the Soviet slaughter of thousands of Polish officers and citizens in the Katyn forest in 1940.,1.222725,/yNOxe78EYZO5LcQTfDwTeIuvDcK.jpg,2007-09-21,Katyn,6.6,41
5,"[28, 10752, 18]",199408,"Based on true facts, the film revolves around 6 brave soldiers who escape from the clutches of the Pakistan Army and risk death with honour and courage with sacrifice towards their journey home.",1.197318,/kYhrNDYcm9AeQ3uUhgX48MfL1kp.jpg,2007-03-08,1971,0.0,0
6,"[36, 10752]",13507,A drama following a French platoon during Algeria's war of independence,1.188764,/mT4wvIanX1qx04l1Zz03i7P88ne.jpg,2007-01-01,Intimate Enemies,7.0,10
7,"[10752, 18]",46141,"In 1944 many Germans in Eastern Prussia believed like Lena von Mahlenberg, daughter of a local aristocrat, that Hitler would surrender and spare them from being invaded by the vengeful Russian Red Army. He didn't and they had to flee.",1.180374,/kY4hxHtLdGpvhi2xsRT6JOhCL29.jpg,2007-03-01,March of Millions,6.1,6
8,"[18, 10752]",23764,"On a winter morning, a mother goes to waken her son Heinrich; his bed is empty. She leaves her flat to find him. The neighbors' door, with a Star of David painted on it, is ajar, the furnishings in disarray, the family gone. She asks passersby, runs to the police then on to the rail yard. Flashbacks show that Heinrich and the neighbors' son Paul are six years old and best friends. Paul's family's deportation is expected soon; Heinrich's mother tells her son that they're going to Toyland. Heinrich wants to go with them, has a bag packed, and listens for their departure. His mother realizes he's joined them, and her resolve becomes more urgent. Will she arrive in time to save Heinrich?",1.140203,/96sRO2PA8VJhODs9lNCX8gjeirG.jpg,2007-08-29,Toyland,6.3,14
9,"[99, 36, 10752]",37122,"This is the true and astounding saga of the Spartans at Thermopylae. It is among the greatest tales of war ever recounted. All the glory and grit of these warriors' last stand is captured in this exceptional documentary. It is almost impossible to understand how 300 Spartans managed to hold off the million-man Persian army for even a moment, much less seven days. To a man they paid with their lives but their stunning Last Stand assured that their sacrifice would resonate throughout history. Transporting dramatizations and incisive graphics put you in the heat of the battle and show the lay of the land. The complications and strategies of the conflict are revealed through careful analysis, and critical moments are reconstructed to show exactly what happened. Discover what the Spartans were fighting for, what made them capable of such heroics and what drove them to such sacrifice.",1.138464,/uqacnLtPg4DbLrv4d2xTTHXNrOn.jpg,2007-05-27,Last Stand of the 300,6.5,3
10,[10752],54462,"In 1943, as Japan's WWII effort falters, a vice-admiral proposes training squadrons of ""volunteer"" flyers to crash their armed planes into Allied warships. Yarn follows the lives of kamikaze pilots, as remembered by an aging Kyushu restaurateur who cherishes their memory. Honoring the dead and multiple military anthems may stir the soul of some Japanese, but elsewhere auds will make a one-way trip for exits. Battle scenes are well-executed and script delivers some memorable scenes, but overall competent helming and thesping are powerless over writer-cum-Tokyo governor Shintaro Ishiara's repetitive storytelling. A post-war postscript adds considerable length to an already over-extended narrative. Tech credits are good quality.",1.118139,/5IeP5ChjIrYqC8frijbXHAX7Cmj.jpg,2007-05-12,For Those We Love,6.3,2
11,"[10752, 18, 10769]",17479,An elderly woman takes a train trip to visit her grandson at his army camp inside Chechnya.,1.108518,/9POA9IsaXjMxNmiADcFLhg40c2B.jpg,2007-09-26,Alexandra,6.2,7
12,"[99, 36, 10752]",204291,"A historical recreation of Canada's role in World War I, cast by descendants of the people who participated in it.",1.085817,/Au19P2EbZoLOdnysH6GvuKvS7jj.jpg,2007-04-29,The Great War,0.0,0
13,"[28, 12, 18, 36, 10752]",14111,"An investigation of the massacre of 24 men, women and children in Haditha, Iraq allegedly shot by 4 U.S. Marines in retaliation for the death of a U.S. Marine killed by a roadside bomb. The movie follows the story of the Marines of Kilo Company, an Iraqi family, and the insurgents who plant the roadside bomb.",1.08523,/sTL1nfASr1JJnqIkZQwBmaSdEkN.jpg,2007-09-11,Battle For Haditha,6.1,33
14,"[18, 10749, 10752]",24786,"Nazi POWs suspected of heinous acts are locked up in a Soviet women's prison run by vengeful female guards. To weed out the guilty, the innocent must pay. Can supposed enemies turn into great loves? Based on a true post-World War II story, this drama stars Thomas Kretschmann, John Malkovich and Vera Farmiga in a bitter game of cat and mouse and a battle between hate and humanity, mercy and revenge.",1.077756,/bZl9HwwNHJ2um0SfVksJHaVDEZi.jpg,2007-05-16,In Tranzit,6.1,13
15,"[28, 18, 36, 10752]",195834,"The film dramatizes November 11, 1919- a crucial date in the battle for Latvian independence. A year after the end of the official hostilities of WWI, a renegade German general and troops remain outside the Latvian capital. Latvian riflemen, most of them inexperienced volunteers, somehow managed to defeat a larger, better-armed force of German and Russian mercenaries.",1.072761,/uZBkhqOeAnaxy1R0EfooWLobxaO.jpg,2007-01-01,Defenders of Riga,6.0,3
16,"[99, 18, 36, 10752]",62698,"The story of the sinking of the Lusitania in 1915 after she was torpedoed off the Irish coast. The story is told from the perspective of Prof. Holbourn (a passenger), the German U-boat and its captain and crew, and other passengers, crew and Admiralty staff",1.071612,/tIcZ4B68NN9gls0KmWvYJcRby11.jpg,2007-05-12,Sinking of the Lusitania,6.4,5
17,[10752],49322,"The Soviet army breaks through the Finnish defences on the Karelian Isthmus in June 1944, advancing with overwhelming force. Somehow, the Finnish troops must find the strength to fight back, with all odds against them. The Battle of Tali-Ihantala was the largest battle ever fought in the history of the Nordic countries. This film depicts the true events through five separate stories.",1.066386,/riSukr0pdfbsuhzKuYKeVMDT3bT.jpg,2007-12-07,Tali-Ihantala 1944,5.8,3
18,"[18, 10752]",2197,,1.039659,/rmuUNI40NxYRNbFNOKuQBuzvocZ.jpg,2007-05-02,Sounds of Sand,6.4,4
19,"[28, 35, 18, 10752, 36]",54269,"Story about an ottoman WWI veteran, who resistances against the occupiers.",1.008852,/rRlQEF4i54PyySWynaqZJ54DDyn.jpg,2007-01-19,Son Osmanli - Last of the Ottomans,5.6,7
20,"[80, 18, 53]",6977,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",5.201466,/nBaqryObPuxmuAndWUjDE5rriTd.jpg,2007-11-08,No Country for Old Men,7.7,2202
21,"[80, 53]",298,"Danny Ocean's team of criminals are back and are composing a plan more personal than ever. When ruthless casino owner Willy Bank double-crosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that him and his team will do anything to bring Willy Bank and everything he's got down. Even if it includes hiring help from one of their own enemies, Terry Benedict.",3.847773,/k7jNRNN9UuUc2VQg21YXYn3JGVY.jpg,2007-06-07,Ocean's Thirteen,6.5,1642
22,"[80, 18, 9648, 53]",1949,"The true story of the investigation of 'The Zodiac Killer',  a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for four men as their lives and careers are built and destroyed by the endless trail of clues.",3.637184,/kIW7N2bKV42OWk1kkMeq5ewZQVh.jpg,2007-03-02,Zodiac,7.2,1457
23,"[80, 28, 35]",4638,"Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.",3.484133,/5Jx6s6VXnunh8wCLgR0YgjwSgjh.jpg,2007-02-14,Hot Fuzz,7.3,1721
24,"[80, 18, 9648]",4771,"When 4 year old Amanda McCready disappears from her home and the police make little headway in solving the case, the girl's aunt, Beatrice McCready hires two private detectives, Patrick Kenzie and Angie Gennaro. The detectives freely admit that they have little experience with this type of case, but the family wants them for two reasons - they're not cops and they know the tough neighborhood in which they all live. As the case progresses, Kenzie and Gennaro face drug dealers, gangs and pedophiles. When they are about to solve the case, they are faced with a moral dilemma that tears them apart.",3.212909,/dXXMPxGiRegd7NNCtE5uchAKRAG.jpg,2007-10-19,Gone Baby Gone,7.2,792
25,"[18, 80]",4982,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Based on a true story.",3.099725,/uDSP5H5akJ85xMGSHRtaqHGBRLD.jpg,2007-11-02,American Gangster,7.4,1247
26,"[28, 53, 35, 80]",4141,"A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen.",2.834563,/44SYjI4rV7tjYhRPzMRUj5UjDYJ.jpg,2007-07-26,Shoot 'Em Up,6.3,452
27,"[53, 18, 80, 10749]",49990,"After his father's death, Adam hitchhikes to London from his hometown in Poland to find his older brother...",2.751911,/1HwWxSj8g0LYPQFAofshOwQDUh0.jpg,2007-04-07,Outlanders,2.0,1
28,"[28, 18, 9648, 53, 80]",7485,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why.",2.581052,/wCZv0lNx58sfuLT698RYYJVEeTr.jpg,2007-03-22,Shooter,6.9,1179
29,"[53, 80, 9648]",2252,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,2.554525,/uQduBOXqpC4XG8qK2pMcqz1OnQY.jpg,2007-09-14,Eastern Promises,7.2,641
30,"[28, 12, 80, 18, 53]",13054,Rise of the Footsoldier follows the inexorable rise of Carlton Leach from one of the most feared generals of the football terraces to becoming a member of a notorious gang of criminals who rampaged their way through London and Essex in the late eighties and early nineties.,2.443747,/iPJdTZ9pe7fjo4rB6YgsLDLOgO6.jpg,2007-09-07,Rise of the Footsoldier,6.8,60
31,"[18, 53, 80, 36]",4169,"Eric O'Neill, a computer specialist who wants to be made an agent is assigned to clerk for Robert Hanssen, a senior agent with 25 years in the FBI, and to write down everything Hanssen does. O'Neill's told it's an investigation of Hanssen's sexual habits, however Hanssen is really suspected of spying for the Soviet Union and Russia for years and being responsible for the deaths of agents working for the United States.",2.380825,/gtpXnIrNjHPfCovjxcTZA0Dt3zh.jpg,2007-02-12,Breach,6.3,134
32,"[80, 18, 53]",8270,"Chris is a once promising high school athlete whose life is turned upside down following a tragic accident. As he tries to maintain a normal life, he takes a job as a janitor at a bank, where he ultimately finds himself caught up in a planned heist.",2.380099,/jSJca1tqlj08fGeqngTmr4UJ9ON.jpg,2007-03-09,The Lookout,6.7,171
33,"[28, 80, 18, 53]",1620,"The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.",2.259737,/1U2FpMotSyaciATw5qfEsKdgpX4.jpg,2007-11-21,Hitman,5.9,773
34,"[36, 18, 53, 80, 9648]",6973,A career officer and his wife work with a police detective to uncover the truth behind their son's disappearance following his return from a tour of duty in Iraq.,2.23817,/qiBWrEwnq9svXNsqOBohT0ELSX.jpg,2007-08-31,In the Valley of Elah,6.5,199
35,"[27, 53, 80]",663,"Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences.",2.166171,/veApHw5ARGHWf3ptKf30rOGFY9n.jpg,2007-10-25,Saw IV,5.8,643
36,"[28, 53, 80]",10431,"FBI agent Jack Crawford is out for revenge when his partner is killed and all clues point to the mysterious assassin Rogue. But when Rogue turns up years later to take care of some unfinished business, he triggers a violent clash of rival gangs. Will the truth come out before it's too late? And when the dust settles, who will remain standing?",2.147823,/envBC1uSYRWVj2p3Im8XbPKZ4B5.jpg,2007-08-24,War,5.9,329
37,"[80, 18, 9648, 53]",7183,"A journalist goes undercover to ferret out businessman Harrison Hill as her best friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse.",2.105552,/7u4juVKIYSu5MwJ22aOukD5JqB9.jpg,2007-04-12,Perfect Stranger,5.4,184
38,"[18, 28, 80]",7347,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.",2.099079,/6lQrDUBVYwOIR1y8pf8GQ6y9glU.jpg,2007-10-12,Elite Squad,7.8,388
39,"[28, 35, 80, 53]",5174,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.",2.074788,/qgaDWYLrnEPJpc5Lp35WbgX7GfS.jpg,2007-08-08,Rush Hour 3,6.1,609
40,"[18, 27, 10402]",13885,"The infamous story of Benjamin Barker, a.k.a Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",3.589697,/v2pOGxz1wi3plr9aT0zScH6Em4X.jpg,2007-12-20,Sweeney Todd: The Demon Barber of Fleet Street,6.9,1276
41,"[35, 10402, 10751, 14, 16]",6477,"A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore.",3.483033,/sAt2yb4dgrpkHjbB9dQaKD9Caor.jpg,2007-12-13,Alvin and the Chipmunks,5.5,855
42,"[35, 10402, 10749]",2976,"Pleasantly plump teenager, Tracy Turnblad and her best friend, Penny Pingleton audition to be on The Corny Collins Show – and Tracy wins. But when scheming Amber Von Tussle and her mother plot to destroy Tracy, it turns to chaos.",3.060858,/ndOpIx4BXpFCRRIxgMoGHxZxlE9.jpg,2007-07-13,Hairspray,6.3,516
43,"[35, 18, 10749, 14, 10402]",13501,"Gary, a musician, is trapped in an unhappy relationship with his live-in lover, Dora. He becomes enthralled with a beautiful seductress who enters his dreams, and tries to control his dream-state so he can spend more and more time with her. When Gary sees his mystery woman's face on a bus billboard, he discovers she is real, and fate brings him an opportunity to meet her.",2.380062,/cfFGRoNCwTeOdKCfGgm9A2VYm7u.jpg,2007-01-25,The Good Night,5.6,34
44,"[18, 10402]",3902,"Six actors portray six personas of music legend Bob Dylan in scenes depicting various stages of his life, chronicling his rise from unknown folksinger to international icon and revealing how Dylan constantly reinvented himself.",2.275444,/gwMjlA6R86hgPkUInaxXalPJKkw.jpg,2007-10-01,I'm Not There.,6.5,149
45,"[10749, 10402, 18]",1407,"A swirling, impressionistic portrait of an artist who regretted nothing, writer-director Olivier Dahan's La Vie en Rose stars Marion Cotillard in a blazing performance as the legendary French icon Edith Piaf. From the mean streets of the Belleville district of Paris to the dazzling limelight of New York's most famous concert halls, Piaf's life was a constant battle to sing and survive, to live and love. Raised in her grandmother's brothel, Piaf was discovered in 1935 by nightclub owner Louis Leplee (Gerard Depardieu), who persuaded her to sing despite her extreme nervousness. Piaf became one of France's immortal icons, her voice one of the indelible signatures of the 20th Century.",2.265654,/xJMbQkNKt85ZSIh4HucDwENL8dq.jpg,2007-02-08,La Vie en Rose,7.2,313
46,"[35, 18, 10751, 10402]",13649,"The East High Wildcats are ready to have the time of their lives. Troy (Zac Efron) is thrilled when he’s offered a job in a country club, but it’s all part of Sharpay’s (Ashley Tisdale) plot to lure him away from Gabriella (Vanessa Hudgens). How will it all turn out? All questions are answered on the night of the club’s Talent Show.",2.136108,/oZ0u3CLAdSzJWAVXsHhGqzmCiNG.jpg,2007-08-17,High School Musical 2,6.0,562
47,"[18, 10402]",1931,"After the death of his younger brother, a troubled 19-year-old street dancer from Los Angeles is able to bypass juvenile hall by enrolling in the historically black, Truth University in Atlanta, Georgia. But his efforts to get an education and woo the girl he likes are sidelined when he is courted by the top two campus fraternities, both of which want and need his fierce street-style dance moves to win the highly coveted national step show competition.",1.882211,/u4EaJcyoYMC6LYAdOSsXm3DsLQ.jpg,2007-05-16,Stomp the Yard,6.0,72
48,"[18, 10402, 10749]",5723,"A vacuum repairman moonlights as a street musician and hopes for his big break. One day a Czech immigrant, who earns a living selling flowers, approaches him with the news that she is also an aspiring singer-songwriter. The pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love.",1.866786,/fEjwJfeDxgsRBlYgEWMgvrKQ6VB.jpg,2007-03-23,Once,7.4,390
49,"[12, 18, 10402, 10749]",4688,"Musical based on The Beatles songbook and set in the 60s England, America, and Vietnam. The love story of Lucy and Jude is intertwined with the anti-war movement and social protests of the 60s.",1.86325,/uMgjKSNZlcYtChVfdF2zhoFxilC.jpg,2007-09-14,Across the Universe,7.0,328
50,"[35, 10402]",6575,Singer Dewey Cox overcomes adversity to become a musical legend.,1.724201,/xq9Ro4UNCxSSGV40WUIAlNd4HaK.jpg,2007-12-21,Walk Hard: The Dewey Cox Story,6.5,171
51,"[35, 10402, 10749]",11172,"A washed up singer is given a couple days to compose a chart-topping hit for an aspiring teen sensation. Though he's never written a decent lyric in his life, he sparks with an offbeat younger woman with a flair for words.",1.621857,/jhv9qSAuwGkzVj1pSnu3HQBb8Qe.jpg,2007-02-09,Music and Lyrics,6.2,449
52,"[18, 10402]",6418,"Grief? Depression? Ambiguity in a Paris hotel room. Jack Whitman lies on a bed, ordering a grilled cheese sandwich from room service. His phone rings; it's a woman on her way to see him, a surprise. He readies the room, moving without affect, drawing a bath, changing his clothes. She arrives, as does the food, and the complications of their relationship emerge in bits and pieces. He invites her out on the balcony to see his view. Will they make love? Is the relationship over?",1.515506,/gr1Dd92kM1hxVwYtyYdcxs18ukg.jpg,2007-09-03,Hotel Chevalier,7.0,157
53,[10402],19352,"Film of Queen's live concert in Montreal, Canada 1981. Featuring Freddie Mercury, Brian May, John Deacon, and Roger Taylor.",1.33656,/30PPaNUfYfEcaOOUJjE729PMjaA.jpg,2007-09-21,We Will Rock You,8.0,1
54,"[10402, 35, 18]",5817,"In the Swedish city of Lethe, people from different walks of life take part in a series of short, deadpan vignettes that rush past. Some are just seconds long, none longer than a couple of minutes. A young woman (Jessica Lundberg) remembers a fantasy honeymoon with a rock guitarist. A man awakes from a dream about bomber planes. A businessman boasts about success while being robbed by a pickpocket and so on. The absurdist collection is accompanied by Dixieland jazz and similar music.",1.317415,/6VyvkevMYA5KtPgwp4B0kWOC0sN.jpg,2007-09-21,"You, the Living",7.3,53
55,"[80, 18, 10402]",12473,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,1.304707,/9Xwwu1bSMfVEo6VTSVnJ6KI6Rnk.jpg,2007-09-07,The Visitor,6.8,107
56,"[10402, 18, 35]",1244,"Achim Bornhak's movie focuses on the restless life of Uschi Obermaier, the icon of the 1968 movement in Germany and groupie. At the age of 16, Uschi is bored by her job in a photo lab, but soon becomes the ""it girl"" of Munich's club scene. When she gets to know Rainer Langhans, they move to Berlin and live in ""Kommune 1"", the first politically-motivated commune in Germany. While the other occupants claim she isn't political enough, Uschi just wants to have fun, works as fashion model and leads international music stars in temptation.",1.268623,/88JnouOmKWvk89lKasMdkZY47xE.jpg,2007-02-01,Eight Miles High,7.2,7
57,"[18, 10402, 10749]",46335,"In Majorca, in 1823, a French general, Armand de Montriveau, overhears a cloistered nun singing in a chapel; he insists on speaking to her. She is Antoinette, for five years he has searched for her. Flash back to their meeting in Paris, he recently returned from Africa, she married and part of the highest society. She flirts with him, and soon he's captivated. His behavior is possessive, insistent. Then, it is her turn to become obsessed. Letters, balls, scandal, a kidnapping, and an ultimatum bring her to the cloister and him to melancholy.",1.208199,/5gi1wzoBFla6kOoWAyQymRAF7G0.jpg,2007-03-28,Don't Touch the Axe,5.5,4
58,"[18, 10751, 10402, 10749]",30319,"After a run-in with local thugs, aspiring Harlem rapper Rob flees to a place and father he never knew, and finds his salvation in Reggaeton, a spicy blend of hip-hop, reggae and Latin beats. Puerto Rico, the spiritual home of Reggaeton, inspires Rob and his step-brother Javi to pursue their dream of becoming Reggaeton stars. Together with a dancer named C.C., they learn what it means to stay true to themselves and each other, while overcoming obstacles in love, greed and pride, all culminating in an explosive performance at New York’s Puerto Rican Day Parade.",1.183211,/wsJryrcbiY9BmMPyZ9wBRTm2eWw.jpg,2007-10-05,Feel The Noise,3.1,7
59,[10402],22057,"David Gilmour: Remember That Night - Live From Royal Albert Hall captures the Pink Floyd guitarist playing a number of that band's most well known songs along with selections from his solo album On An Island. A number of special guest stars play with him over the course of the evening including David Bowie, and Graham Nash. - Perry Seibert, All Movie Guide",1.160557,/tOYrXc6ysh1tcf6FnSuKgNKAIn5.jpg,2007-09-06,David Gilmour: Remember That Night,7.8,8
60,"[16, 35, 10751, 14]",2062,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",5.275174,/y8y6Fv0k068OnHBZtu949A1t6pj.jpg,2007-06-22,Ratatouille,7.4,2950
61,"[14, 12, 16, 35, 10751]",810,"The King of Far Far Away has died and Shrek and Fiona are to become King &amp; Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",3.967041,/lA17Mlz8hXVZsW5Y3WuUa8KPilQ.jpg,2007-05-17,Shrek the Third,5.9,1595
62,"[16, 35, 10751]",35,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",3.647009,/eCytnEriVur3rT47NWfkgPXD9qs.jpg,2007-07-25,The Simpsons Movie,6.9,1629
63,"[80, 28, 35]",4638,"Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.",3.484133,/5Jx6s6VXnunh8wCLgR0YgjwSgjh.jpg,2007-02-14,Hot Fuzz,7.3,1721
64,"[35, 10402, 10751, 14, 16]",6477,"A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore.",3.483033,/sAt2yb4dgrpkHjbB9dQaKD9Caor.jpg,2007-12-13,Alvin and the Chipmunks,5.5,855
65,"[35, 10751, 14, 10749]",4523,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?",3.32564,/65EfHNQ6NCeAoRPNLRhTyLqNZmU.jpg,2007-11-20,Enchanted,6.7,993
66,"[35, 10402, 10749]",2976,"Pleasantly plump teenager, Tracy Turnblad and her best friend, Penny Pingleton audition to be on The Corny Collins Show – and Tracy wins. But when scheming Amber Von Tussle and her mother plot to destroy Tracy, it turns to chaos.",3.060858,/ndOpIx4BXpFCRRIxgMoGHxZxlE9.jpg,2007-07-13,Hairspray,6.3,516
67,[35],8363,"High school best buddies are facing separation anxiety as they prepare to go off to college. While attempting to score alcohol for a party with help from a fake ID-toting friend, the guys' evening takes a turn into chaotic territory.",2.984502,/7RZWtDkf0mgrxvJNFj43YW2Ugi8.jpg,2007-08-17,Superbad,7.0,1695
68,"[35, 18]",13068,"Hal, a 15-year-old high-school student with a minor yet socially alienating (and painful) disability: he stutters uncontrollably. Determined to work through the problem, Hal opts for an extreme route he joins the school debating team, which sends him on a headfirst plunge into breakneck speech competitions and offers a much-needed boost toward correcting the problem.",2.954549,/fX8M5rgQIWIxBt5fUSpHaSNrRLo.jpg,2007-01-19,Rocket Science,6.2,46
69,"[10751, 16, 12, 35]",5559,"Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us.",2.941531,/QhbOzpYfBOwrRiuTu9otPk919R.jpg,2007-10-28,Bee Movie,5.7,881
70,"[28, 53, 35, 80]",4141,"A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen.",2.834563,/44SYjI4rV7tjYhRPzMRUj5UjDYJ.jpg,2007-07-26,Shoot 'Em Up,6.3,452
71,"[14, 35, 10751]",2698,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,2.833159,/mtIjd19s4eOSkUm9P9iDVY35TsQ.jpg,2007-06-09,Evan Almighty,5.2,881
72,"[28, 35]",2335,"Before being extradited to Africa to stand trial, a notorious Belgian criminal is entrusted to the Marseilles police department for less than 24 hours. But the wily crook convinces bumbling policeman Emilien he's a lowly Belgian embassy employee who got railroaded by the brilliant master criminal.",2.769276,/2LAR3nFYjozHQiFJYKRjT4OAeK7.jpg,2007-02-10,Taxi 4,5.2,230
73,"[16, 35, 10751]",1267,"In this animated adventure, brilliant preteen inventor Lewis creates a memory scanner to retrieve his earliest recollections and find out why his mother gave him up for adoption. But when the villainous Bowler Hat Guy steals the machine, Lewis is ready to give up on his quest until the mysterious Wilbur Robinson shows up on the scene, whisking Lewis to the future to find the scanner and his mom.",2.667697,/oe7w9SxGmpSW1dlz5QaVVKWBEVz.jpg,2007-03-23,Meet the Robinsons,6.7,594
74,"[35, 18, 10749]",7326,"A young girl named Juno gets herself pregnant and tries to stand on her own, but soon learns a few lessons about being grown up.",2.574951,/eE64N6PYCSRW2mtQucfK2av5Wk2.jpg,2007-12-05,Juno,7.0,1731
75,"[35, 18]",5718,"Charlie gets released from an insane asylum and moves in with Miranda, the young daughter he left behind. Charlie believes that there is treasure hidden beneath the local Costco, so he puts together a plan to unearth the loot. By convincing Miranda to quit her job at McDonald's and instead work at the wholesale store, he is able to obtain a key. Although Miranda is skeptical, she helps her father with his irrational quest.",2.49638,/dHOAIzCMDlBiLVJlmyuHDxwTkZy.jpg,2007-01-24,King of California,6.4,82
