,genre_ids,movie_id,overview,popularity,poster_path,release_date,title,vote_average,vote_count
0,"[16, 35, 10751]",295693,"A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.",337.228907,/2B78dT7Bs8HhtpgcljOWlsaX5I6.jpg,2017-03-23,The Boss Baby,5.8,471
1,"[14, 10402, 10749]",321612,A live-action adaptation of Disney's version of the classic 'Beauty and the Beast' tale of a cursed prince and a beautiful young woman who helps him break the spell.,150.167688,/tWqifoYuwLETmmasnGHO7xBjEtt.jpg,2017-03-16,Beauty and the Beast,6.9,1690
2,"[28, 18, 878]",263115,"In the near future, a weary Logan cares for an ailing Professor X in a hide out on the Mexican border. But Logan's attempts to hide from the world and his legacy are up-ended when a young mutant arrives, being pursued by dark forces.",84.198451,/45Y1G5FEgttPAwjTYic6czC9xCn.jpg,2017-02-28,Logan,7.5,2384
3,"[28, 12, 14]",293167,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",65.631825,/6KpKpkH4Tf9fUkUuLPkO6OhYsTI.jpg,2017-03-08,Kong: Skull Island,6.1,1164
4,"[16, 35, 18, 10751, 10402]",335797,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,63.976652,/s9ye87pvq2IaDvjv9x4IOXVjvA7.jpg,2016-11-23,Sing,6.7,1152
5,"[28, 18, 878]",315837,"In the near future, Major is the first of her kind: a human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",57.108395,/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg,2017-03-29,Ghost in the Shell,6.1,548
6,"[28, 12, 878, 53]",135397,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",40.814525,/jjBgi2r5cRt36xF6iNUEhzscEcb.jpg,2015-06-09,Jurassic World,6.5,6725
7,"[12, 28, 14]",259316,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",37.655255,/gri0DDxsERr6B2sOR1fGLxLpSLx.jpg,2016-11-16,Fantastic Beasts and Where to Find Them,7.0,3305
8,"[27, 53]",381288,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",36.786269,/rXMWOZiCt6eMX22jWuTOSdQ98bY.jpg,2017-01-19,Split,6.8,1832
9,"[28, 18, 878, 10752]",330459,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,34.950227,/qjiskwlV1qQzRCjpV0cL9pEMF9a.jpg,2016-12-14,Rogue One: A Star Wars Story,7.3,3128
10,"[28, 80, 18, 53]",337339,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",32.117669,/iNpz2DgTsTMPaDRZq2tnbqjL2vF.jpg,2017-04-12,The Fate of the Furious,7.2,368
11,"[12, 16, 35, 10751]",127380,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,28.8426,/z09QAf8WbZncbitewNk6lKYMZsh.jpg,2016-06-16,Finding Dory,6.7,3000
12,"[28, 12, 878, 53]",76341,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",28.1538,/kqjL17yufvn9OVLyXYpvtyrFfak.jpg,2015-05-13,Mad Max: Fury Road,7.2,7412
13,"[12, 18, 878]",157336,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,27.964648,/nBNZadXqJSdt05SHLqgT0HuC5Gm.jpg,2014-11-05,Interstellar,8.0,8189
14,"[28, 53]",245891,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,27.842529,/5vHssUeVe25bMrof1HyaPyWgaP.jpg,2014-10-22,John Wick,7.0,3723
15,"[28, 878, 12]",118340,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",27.306615,/y31QB9kn3XSudA15tV7UWQ9XLuW.jpg,2014-07-30,Guardians of the Galaxy,7.9,6832
16,"[28, 12, 35, 10749]",293660,"Based upon Marvel Comics’ most unconventional anti-hero, DEADPOOL tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",25.451346,/inVq3FRqcYIRl2la8iZikYYxFNR.jpg,2016-02-09,Deadpool,7.3,7808
17,"[53, 18, 878, 9648]",329865,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",25.204166,/hLudzvGfpi6JlwUnsNhXwKKg4j.jpg,2016-11-10,Arrival,6.9,3510
18,"[28, 12, 14, 878]",284052,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under his wing and trains him to defend the world against evil.",24.886914,/4PiiNGXj1KENTmCBHeN6Mskj2Fq.jpg,2016-10-25,Doctor Strange,6.9,3331
19,[28],348893,"In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude",24.820363,/aqiK5aOZmxvtLcY04B1fFeEJLV1.jpg,2016-09-22,Boyka: Undisputed IV,6.0,78
20,"[10752, 18, 10749]",2143,A Glasgow man (Robert Carlyle) visits war-torn Nicaragua with a refugee (Oyanka Cabezas) tormented by her memories.,1.450093,/rgRwEM58034IJrAicHDs1hGKlDA.jpg,1996-09-20,Carla's Song,7.1,8
21,"[18, 10749]",43874,"Life in 1847 Paris is as spirited as champagne and as unforgiving as the gray morning after. In gambling dens and lavish soirees, men of means exert their wills and women turned courtesans exult in pleasure. One such woman is Marguerite Gautier (Greta Garbo), the Camille of this sumptuous romance tale based on the enduring Alexandre Dumas story. Garbo's aloof mystique and alabaster beauty illuminate this George Cukor-directed film featuring what many call her finest performance. Her Camille is a movie paragon of true love found (in suitor Armand Duval, memorably played by Robert Taylor), then sacrificed for a greater good. Garbo earned an Academy Award nomination and the New York Film Critics Best Actress Award for her memorable work.",1.450043,/sTHyBHsmF3eBkJ2ePXzo61Kmtr4.jpg,1936-12-12,Camille,6.8,23
22,"[10402, 16, 35]",120811,"Graduation draws near for Yui, Ritsu, Mio and Tsumugi, the four 3rd-year students of the Light Music Club. They, together with Azusa, decide to go on a post-graduation trip. Their destination, decided by lot, is London!",1.450018,/x116lJ93G9YdKGW71P5VQ86Yh5F.jpg,2011-12-03,K-On! The Movie,7.4,8
23,"[99, 27]",36606,A documentary about the production of From Dusk Till Dawn (1996) and the people who made it.,1.450009,/gTxkQiC5WJ7GWfnErjmIegXy6f7.jpg,1998-07-31,Full Tilt Boogie,6.8,17
24,"[35, 18, 10751, 10402]",23367,A high school social outcast and the popular girl bond through a shared love of music.,1.449915,/kxCxlaYADkiXCzCDneWcZ0oABqU.jpg,2009-08-06,Bandslam,5.5,97
25,"[12, 18, 37]",22660,"Young Travis Coates is left to take care of the family ranch with his mother and younger brother while his father goes off on a cattle drive in the 1860s. When a yellow mongrel comes for an uninvited stay with the family, Travis reluctantly adopts the dog.",1.44987,/cpJRfB88fnfa5k8S7DXCUrS5h1v.jpg,1957-12-25,Old Yeller,7.0,59
26,"[80, 53]",2990,A couple works hard to renovate their dream house and become landlords to pay for it. Unfortunately one of their tenants has plans of his own.,1.449817,/dAkfUZz0nuG2M7wPAnYwSENuJNe.jpg,1990-09-28,Pacific Heights,6.0,66
27,"[35, 80, 9648]",25166,"The recently deceased Mona Dearly (Bette Midler) was many things: an abusive wife, a domineering mother, a loud-mouthed neighbor and a violent malcontent. So when her car and corpse are discovered in the Hudson River, police Chief Wyatt Rash (Danny DeVito) immediately suspects murder rather than an accident. But, since the whole community of Verplanck, N.Y., shares a deep hatred for this unceasingly spiteful woman, Rash finds his murder investigation overwhelmed with potential suspects.",1.449739,/tAkoosobX8wEwIJnPICEhrCI7H5.jpg,2000-03-03,Drowning Mona,5.1,34
28,[],440020,"When six college kids in a sleepy Southern town are assigned a group project to rediscover a moment in history, one of them sets in motion a horrific fate when he proposes they head into the Georgia backwoods to tackle the legend of Emily Burt, the Talbot County werewolf.",1.449675,,2017-04-07,Lycan,0.0,0
29,"[10749, 35]",194722,Two parents fall in love over the course of a single day while playing hooky from their children's college tour.,1.449658,/pJZDvfzFQM7vymHwhEuTGuNPcEj.jpg,2013-05-17,At Middleton,5.8,44
30,"[18, 53]",28730,"A group of CNN reporters wrestle with journalistic ethics and the life-and-death perils of reporting during the Gulf War.A Directors Guild Award-winning movie for director Mick Jackson, starring Michael Keaton and Helena Bonham Carter. In 1990, CNN was a 24-hour news network in search of a 24-hour story. They were about to find it in Baghdad. Veteran CNN producer Robert Wiener and his longtime producing partner Ingrid Formanek find themselves in Iraq on the eve of war. Up against the big three networks, Weiner and his team are rebels with a cause, willing to take risks to get the biggest stories and - unlike their rivals - take them live at a moment's notice. As Baghdad becomes an inevitable US target, one by one the networks pull out of the city until only the crew from CNN remains. With a full-scale war soon to be launched all around them, and CNN ready to broadcast whatever happens 24 hours a day, Wiener and Formanek are about to risk their lives for the story of a lifetime.",1.449635,/k30NYnqnIOrgH8IApMr4Z3I1ikE.jpg,2002-12-07,Live from Baghdad,6.5,13
31,"[27, 53, 9648]",215830,"A man awakes-- without memory -- in a pit full of bodies and must figure out if the people who rescued him are the killers, or if he is the murderer.",1.449595,/uO9pr6aMgHz8ofLrOAjHvhv7J3e.jpg,2013-08-13,Open Grave,5.8,207
32,[35],326094,"Wiener-Dog tells several stories featuring people who find their life inspired or changed by one particular dachshund, who seems to be spreading a certain kind of comfort and joy. Man’s best friend starts out teaching a young boy some contorted life lessons before being taken in by a compassionate vet tech named Dawn Wiener. Dawn reunites with someone from her past and sets off on a road trip picking up some depressed mariachis along the way. Wiener-Dog then encounters a floundering film professor, as well as an embittered elderly woman and her needy granddaughter—all longing for something more.",1.449477,/p9qJTbNoDsO1GC63sDYd9yuTGgC.jpg,2016-06-24,Wiener-Dog,5.4,50
33,"[12, 35, 16]",280391,"Based on the novel 'Evolution Man' by Roy Lewis, this tells the story about the first man - young Edward - to descend from apes. Edward is ejected by his tribe, but is very resourceful. He learns to walk, discovers fire, manages to hunt - and we follow him as he evolves. He has a generous nature, and search for true humanity - a world where we don't eat our fathers.",1.449431,/tfsBzGGnVxkvNuUyfAkpITVoELb.jpg,2015-04-08,Why I Did (Not) Eat My Father,5.2,106
34,"[18, 36]",319993,"Set in early 19th century Romania, a policeman, Costandin, is hired by a nobleman to find a Gypsy slave who has run away from his estate after having an affair with his wife.",1.449404,/1JDfbdR6RaLc8smQRZmDadQrmhw.jpg,2015-01-22,Aferim!,7.3,22
35,"[14, 9648, 53]",51273,"In Russia, the mystic student of linguistic Marina Leonova is in love with her boyfriend Artur. However, he blows her off and dates their schoolmate Vika. When their class travels to the countryside with their Professor Sergey Rudolfovich to research mystic spots, they meet a weird old lady in the forest and she invites them to have a meal with her. The outcast Marina stays by the lake and Artur seeks her to have sex. However they are surprised by their friends and the ashamed Marina runs to the forest. Kostya, who has a crush on Marina, follows her and they get lost in the woods. Marina and Kostya reach an abandoned house and Marina decides to explore the spot. She finds the mummified corpse of a witch holding a shield and she is possessed by a force and faints. Sergey and his students find her and he call a rescue team to help Marina. However, a violent elite squad in a helicopter arrives...",1.449277,/loAbo79VuWxDxoWPYH8CEXAuXIr.jpg,2010-10-07,Dark World,4.0,13
36,[18],42984,"A woman, Tome, is born to a lower class family in Japan in 1918. The title refers to an insect, repeating its mistakes, as in an infinite circle. Imamura, with this metaphor, introduces the life of Tome, who keeps trying to change her poor life.",1.449156,/j83hOOo2JAH6p8slY0zQojoz0Ai.jpg,1963-11-16,The Insect Woman,7.4,8
37,[18],380622,"Filmmaker Leo is searching for the wolf in the south of France. During a scouting excursion he is seduced by Marie, a free-spirited and dynamic shepherdess. Nine months later she gives birth to their child. Suffering from post-natal depression and with no faith in Leo, who comes and goes without warning, Marie abandons both of them. Leo finds himself alone, with a baby to care for.",1.449149,/cLzufV4hG9hsn6DjEMGFRTePBZu.jpg,2016-08-24,Staying Vertical,5.6,7
38,"[10402, 18, 35]",244403,"A grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis.",1.449113,/lUHBfNh5kgKw4f8E8psVjVtPlOO.jpg,2014-10-17,Rudderless,7.3,86
39,"[14, 35, 10749]",2006,"A modern-day witch likes her neighbor but despises his fiancee, so she enchants him to love her instead... only to fall in love with him for real.",1.449073,/sIGWKzAle3OO6If7onkLR7wvxzZ.jpg,1958-12-25,"Bell, Book and Candle",6.3,32
40,"[18, 28, 36, 10752]",10839,"It is 1943, and the German army, ravaged and demoralised, are hastily retreating from the Russian front. In the midst of all this madness, conflict brews between the aristocratic yet ultimately pusillanimous Captain Stransky and the courageous Corporal Steiner. Stransky is the only man who believes that the Third Reich are still vastly superior to the Russian army; however within his pompous persona lies a quivering coward who longs for the Iron Cross so that he can return to Berlin a hero. Steiner, on the other hand is cynical, defiantly non-conformist and more concerned with the safety of his own men rather than the horde of military decorations offered to him by his superiors. Steiner's lack of respect results in a growing animosity between the two...",2.130234,/9KGjHLdyLSBHxRoAk0uUPtE7VtU.jpg,1977-01-29,Cross of Iron,6.5,70
41,[12],11231,"During a commemoration for Japanese soldiers fighting in the US Army during World War II, Mr. Miyagi meets the widow of his commanding officer. He gets to know her granddaughter Julie, an angry teenager who is still feeling the pain of losing both her parents in an accident and is having problems with her grandmother and her fellow pupils. Mr. Miyagi decides to teach her karate to get her through her pain and issues and back on the right path.",2.130132,/gu5SOBWsoxDy6mWKAkOt20zTXOb.jpg,1994-07-18,The Next Karate Kid,4.6,139
42,"[53, 27]",280002,"It’s the day the Earth exploded as trumpets blow and the wrath of God unleashes the four horsemen of the apocalypse. The first of a series of religious-slanted horror movies aimed at devout audiences, THE REMAINING is a surprisingly effective disaster shocker based on the Book of Revelations, produced by the makers of DONNIE DARKO and URBAN LEGEND. When a group of close-knit friends assemble for the marriage of Skylar and Dan, they have no idea they will witness The Rapture and face a series of catastrophic events turning the celebration into a life-or-death struggle. Scrambling for sanctuary and self-preservation while an army of nocturnal creatures they never knew existed unleashes epic destruction, they must understand what is happening around them, and why, to find a way to survive together in a new world order. Witness the birth of a new genre: horror containing spiritually rich content with faith-based appeal.",2.12972,/61ViFj4qhCWr5tqW53HUSSKLxFD.jpg,2014-08-25,The Remaining,4.1,80
43,"[28, 10752, 878]",9425,"Sergeant Todd is a veteran soldier for an elite group of the armed forces. After being defeated by a new breed of genetically engineered soldiers, he is dumped on a waste planet and left for dead. He soon interacts with a group of crash survivors who lead out a peaceful existence. The peace is broken as the new soldiers land on the planet to eliminate the colony, which Sergeant Todd must defend.",2.129683,/lpByPXb2xJvsmeEBxO9YPADLLdi.jpg,1998-10-23,Soldier,6.0,169
44,[27],29748,"Three elderly distinguished gentlemen are searching for some excitement in their boring borgoueis lives and gets in contact with one of count Dracula's servants. In a nightly ceremony they restore the count back to life. The three men killed Dracula's servant and as a revenge, the count makes sure that the gentlemen are killed one by one by their own sons.",2.129546,/rAjadi01hFHqIi4wdBvlzWorg9N.jpg,1970-05-07,Taste the Blood of Dracula,6.3,33
45,[18],62000,A small-town doctor helps a deaf-mute farm girl learn to communicate.,2.129353,/lLEb6g8bn96PpnwV4FDPgvtiD27.jpg,1948-09-14,Johnny Belinda,6.3,14
46,"[18, 36, 53]",179111,"During the Civil War in 17th-Century England, a small group of deserters flee from a raging battle through an overgrown field. They are captured by an alchemist, who forces the group to aid him in his search to find a hidden treasure that he believes is buried in the field. Crossing a vast mushroom circle, which provides their first meal, the group quickly descend into a chaos of arguments, fighting and paranoia, and, as it becomes clear that the treasure might be something other than gold, they slowly become victim to the terrifying energies trapped inside the field.",2.129143,/rMe6ofbSzuhaxMebadufN1WbQOI.jpg,2013-07-05,A Field in England,6.4,60
47,"[35, 18, 10751, 10770]",81250,"Dylan Schoenfield is the pink princess of the upscale Los Angeles Woodlands Academy. She has the coolest boyfriend, the most popular friends, and a brand-new it bag that everyone covets. But when she accidentally tosses her Serge Sanchez bag into a fountain, this princess comes face-to-face with her own personal frog, self-professed film geek Josh Rosen. In return for rescuing Dylan's bag, Josh convinces Dylan to let him film her for his documentary on high school popularity. Reluctantly, Dylan lets F-list Josh into her A-list world, and is shocked to realize that sometimes nerds can be pretty cool. But when Dylan's so-called prince charming of a boyfriend dumps her flat, her life and her social status comes to a crashing halt. Can Dylan win the Woodlands Academy Fall Formal Blossom Queen crown? Can Josh win the Woodlands Academy 10th Annual Film Festival? Can Dylan, with Josh's help, pull the pieces together to create her own happily-ever-after?",2.128717,/7y02xiRSFqAh9yE6M5xz5bMAkKa.jpg,2011-11-11,Geek Charming,6.0,124
48,"[10751, 12]",214418,"Amazonia is an adventure in 3D inside the largest rainforest on the planet: the Amazon rainforest. Chestnut is a Capuchin monkey domesticated who survives a plane crash and finds himself alone in the dense forest. The monkey needs to learn to live in freedom, in a new world where animals of all kinds: Jaguars, alligators, snakes, tapirs, hawks. Gradually, Brown learns to live in the forest, making new friends, especially the monkey Gaia, their fellow species.",2.128414,/mJ7QmMOJhwbb5qRUo1UfsQjS2Dk.jpg,2013-11-26,Amazonia,6.1,14
49,"[28, 878]",10366,"Luc Deveraux, the heroic former Universal Soldier, is about to be thrown into action once again. When Seth (Michael Jai White), the supercomputer controlled ultra-warrior, decides to take revenge and destroy its creators, only Luc can stop it. All hell breaks loose as Luc battles Seth and a deadly team of perfect soldiers in a struggle that pits man against machine and good against evil.",2.128245,/zy0M1Mf7nqiazIYh2D49bbxnlIn.jpg,1999-08-05,Universal Soldier: The Return,4.3,113
50,"[35, 37]",347969,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.",2.126852,/k77xcsBtZMq9zIlTVQV7UBemzXD.jpg,2015-12-11,The Ridiculous 6,4.9,312
51,"[12, 14, 16, 878, 9648, 10751]",27653,"Follow the clues to fun and excitement as the beloved little mouse takes on a big monster in this charming, full-length adventure. When a ferocious, mouse-nabbing creature puts fear into the hearts of New York City's rodents, Fievel and his friends team up with a reporter to chase after the scoop of the century and -- just maybe -- get a close-up look at the bad guy himself!",2.1267,/kiftRqXUSObEgjuC1jOhgtN4EPv.jpg,1999-02-04,An American Tail 4: The Mystery of the Night Monster,5.9,26
52,"[35, 80, 10749]",10442,"Just after a bad breakup, Charlie MacKenzie falls for lovely butcher Harriet Michaels and introduces her to his parents. But, as voracious consumers of sensational tabloids, his parents soon come to suspect that Harriet is actually a notorious serial killer -- ""Mrs. X"" -- wanted in connection with a string of bizarre honeymoon killings. Thinking his parents foolish, Charlie proposes to Harriet. But while on his honeymoon with her, he begins to fear they were right.",2.126109,/3dkBFXZKlpdVizQkaQzRQgsUlcL.jpg,1993-07-30,So I Married an Axe Murderer,6.2,114
53,"[35, 18, 10749]",312669,"Maggie 's plan to have a baby on her own is derailed when she falls in love with John, a married man, destroying his volatile marriage to the brilliant and impossible Georgette. But one daughter and three years later, Maggie is out of love and in a quandary: what do you do when you suspect your man and his ex wife are actually perfect for each other?",2.125933,/yZO9gUIbD1jzx93Ft7jCTpm2dPs.jpg,2016-04-27,Maggie's Plan,5.9,93
54,"[28, 12, 18, 37]",11967,"A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted.",2.12591,/wkGbwWHIM23BkmMBm7GQHaCZan8.jpg,1988-08-12,Young Guns,6.5,214
55,[27],2082,"After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution (where he was committed as a 10 year old) and he immediately returns to Haddonfield, where he wants to find his baby sister, Laurie. Anyone who crosses his path is in mortal danger",2.12547,/9CPYBA1Fq5BdCmViSPyfPiBOcTH.jpg,2007-08-31,Halloween,5.8,376
56,[18],9503,A 9th century woman of English extraction born in the German city of Ingelheim disguises herself as a man and rises through the Vatican ranks.,2.124953,/vra0oI4vbVGHgZ1INqeMsXKrN3W.jpg,2009-10-22,Pope Joan,6.3,62
57,"[18, 14, 53]",22473,"Zach Riley (Aaron Eckhart) is a psychiatrist, who leaves a job at a prestigious university, to take up a job at the privately run mental institution, 'Millwood'. What he doesnt reveal at the time of his appointment is that this was the very place where his novelist father, T.L. Pierson (Nick Nolte), spent many years of his life.",2.124525,/wQn1hj1jYeOrqprvyKQaFGK66v0.jpg,2005-09-09,Neverwas,6.3,22
58,"[12, 37]",576,"Aging outlaw Pike Bishop (William Holden) prepares to retire after one final robbery. Joined by his gang, which includes Dutch Engstrom (Ernest Borgnine) and brothers Lyle (Warren Oates) and Tector Gorch (Ben Johnson), Bishop discovers the heist is a setup orchestrated in part by his old partner, Deke Thornton (Robert Ryan). As the remaining gang takes refuge in Mexican territory, Thornton trails them, resulting in fierce gunfights with plenty of casualties",2.124274,/fdCWRMe2MLX2wzKdtItXFOJj5FJ.jpg,1969-06-17,The Wild Bunch,7.5,210
59,[18],3116,A naive male prostitute and his sickly friend struggle to survive on the streets of New York City.,2.124183,/jEeyGsyoiRPwwxDkR1WWNT8eoyN.jpg,1969-05-25,Midnight Cowboy,7.4,230
60,[18],8772,"At Christmas time, 19 year old Simon returns home to visit his dysfunctional family with Louise, a fearless girl he met during his train ride. While Simon struggles to cope with the growing distance between him and his parents, he starts to examine his feelings when Louise develop a liaison of her own with his childhood friend Mathieu.",1.449063,/8AcpjaAWI2tV4DfAZPuznLIayTd.jpg,2004-11-03,The Last Day,4.1,7
61,[35],20382,"Visioneer George Washington Winsterhammerman lives a comfortable but monotonous life in this slightly futuristic black comedy. When people start exploding from stress and George is showing early symptoms, he's forced to examine his life. Taking a look at his nice job, his sexless marriage and his resistance to life coaching, George reconsiders the philosophy of happiness through mindless activity.",1.449032,/5GEUhwNgdMIROfDvpnSZtf85hgP.jpg,2008-06-12,Visioneers,6.0,22
62,"[18, 35]",315846,A story that revolves around three sisters who live in their grandmother's home and the arrival of their 13-year-old half sister.,1.448977,/scFvKF4B1A95n5vw5JHQdkiOOHK.jpg,2015-06-13,Our Little Sister,7.1,76
63,[18],8268,"In 1942, the young Jewish girl Misha, her Russian mother Gerusha and her German father Reuven hide from the Germans in a small house in Ardennes, Belgium. Misha is very connected to her mother that advises her that if one day a person comes to her saying ""love of my life"", she would follow him or her without any question. When her parents are captured by the Nazis, Misha is delivered to a German family and the abusive matriarch gives a bad treatment to the girl. However, she finds support in the family of Ernest and his deranged wife Marthe that supplies groceries to foster family. Misha loves Ernest's dogs and the old man gives a compass to her and tells that her parents have been sent to East to forced labor. When the old couple is denounced for sheltering the girl and arrested by the Germans, Misha flees through the woods heading east. Along her journey seeking out her parents...",1.448934,/1GwPecFWbDO8wRDPa7Ny4IyeDGA.jpg,2007-11-21,Surviving with Wolves,5.1,17
64,"[53, 12, 878, 27]",28063,Academic researchers are chased by a nuclear-hot specimen of ancient Mayan blob.,1.44893,/xivdC256GC3acFgfC0u4gxgceO1.jpg,1959-08-07,"Caltiki, the Immortal Monster",5.9,6
65,"[27, 878]",29959,"A Giant Octopus, whose feeding habits have been affected by radiation from H-Bomb tests, rises from the Mindanao Deep to terrorize the California Coast.",1.448888,/wTFPbEWY1zQxU92qCl8Exx3WpKS.jpg,1955-07-01,It Came from Beneath the Sea,5.2,17
66,"[28, 18]",281780,"Set in the 19th century, when lowly butcher Dol Moo-Chi refuses to carry out an assignment, his failure causes tragedy to unfold upon his family and himself. As Dol Moo-Chi is about to be executed, a group of righteous thieves known as Kundo arrive.",1.448811,/3qYImP2Qt0rahBt4R0gwJYFFYiv.jpg,2014-07-23,Kundo: Age of the Rampant,6.8,34
67,[18],10183,"Ray Eddy, an upstate New York trailer mom, is lured into the world of illegal immigrant smuggling. Broke after her husband takes off with the down payment for their new doublewide, Ray reluctantly teams up with Lila, a smuggler, and the two begin making runs across the frozen St. Lawrence River carrying illegal Chinese and Pakistani immigrants in the trunk of Ray's Dodge Spirit.",1.448693,/AcjPx180lhs8XXgdPsZv0oatTky.jpg,2008-08-01,Frozen River,6.8,84
68,[18],107257,"This intimate drama follows Rebecca, a woman who has kept her sexuality a secret from her friends but chooses to reveal it to a stranger. While Rebecca's revelations may not yield the results she expects, a perfect ending is still in reach.",1.448677,/aMqHT2mRqP23e3czeIpysXBGHX5.jpg,2012-06-01,A Perfect Ending,7.2,12
69,"[18, 10749]",25502,"Davis and Rains shine in a romantic melodrama set in the world of concert music. Davis is a pianist torn between her wealthy, jealous patron and her cellist husband.",1.448615,/jt98MRLLpF2SUjI2SdodCPKJ3Bx.jpg,1946-10-18,Deception,5.7,12
70,"[18, 36, 10402]",14299,"The story of sex, violence, race and rock and roll in 1950s Chicago, and the exciting but turbulent lives of some of America's musical legends, including Muddy Waters, Leonard Chess, Little Walter, Howlin' Wolf, Etta James and Chuck Berry.",1.448569,/jGZgtJXnJG9NOBiS0ratWhVP4Q7.jpg,2008-12-05,Cadillac Records,6.8,62
71,"[28, 27]",31947,Kong falls from the twin towers and he appears to be alive!,1.448558,/qxQpWMjsLhB4WojCrw13kCg96ka.jpg,1986-11-21,King Kong Lives,4.4,24
72,"[12, 35, 10749]",3716,Can Daniel follow the sun from Hamburg to the Bosporus by Friday to meet his love?,1.448493,/1BLZKV0Y1pNG8OfFDS1lbzziZbk.jpg,2000-08-23,In July,7.5,44
73,"[9648, 99, 80]",14285,Errol Morris's unique documentary dramatically re-enacts the crime scene and investigation of a police officer's murder in Dallas.,1.448484,/xFN3xPDzN4O7oIBmxnLIh8VROIw.jpg,1988-08-28,The Thin Blue Line,7.9,90
74,"[27, 53]",9731,"Homicidal maniac Jason returns from the grave to cause more bloody mayhem. Young Tommy may have escaped from Crystal Lake, but he’s still haunted by the gruesome events that happened there. When gory murders start happening at the secluded halfway house for troubled teens where he now lives, it seems like his nightmarish nemesis, Jason, is back for more sadistic slaughters. But as things spiral out of control and the body count rises, Tommy begins to wonder if he’s become the killer he fears most.",1.448473,/aoc6F4Oif0JskHKO1tzZOaopYbF.jpg,1985-03-22,Friday the 13th: A New Beginning,5.1,142
75,"[18, 10749, 10752]",46592,"During World War II, 19 year old soldier Alyosha gets a medal as a reward for a heroic act at the front. Instead of this medal he asks for a few days leave to visit his mother and repair the roof of their home. On the train eastwards he meets Shura who is on her way to her aunt. In those few days traveling together they fall in love.",1.44846,/5Yciar2UYDkmXIhA1LnXnkrD2vJ.jpg,1959-12-01,Ballad of a Soldier,8.3,34
76,"[12, 18]",10243,A cargo plane goes down in a sandstorm in the Sahara with less than a dozen men on board. One of the passengers is an airplane designer who comes up with the idea of ripping off the undamaged wing and using it as the basis for an airplane they will build to escape before their food and water run out.,1.448459,/popqf0S7k05emyCe7lOSCEwWgEE.jpg,1965-12-15,The Flight of the Phoenix,7.0,59
